product,brand,price,oz_per_can,num_cans,price_per_oz
"Fancy Feast Gourmet Naturals Poultry & Beef Variety Pack Canned Cat Food, 3-oz, case of 30",Fancy Feast,$24.98,3.0,30.0,0.27755555555555556
"Rachael Ray Nutrish Natural Grain-Free Surf 'n Turf Variety Pack Wet Cat Food, 2.8-oz, case of 12",Rachael Ray Nutrish,$10.98,2.8,12.0,0.32678571428571435
"Purina Beyond Grain-Free Chicken, Beef & Carrot Recipe in Gravy Canned Cat Food, 3-oz, case of 12",Purina Beyond,$11.77,3.0,12.0,0.3269444444444444
"Earthborn Holistic Monterey Medley Grain-Free Natural Canned Cat & Kitten Food, 5.5-oz, case of 24",Earthborn Holistic,$38.16,5.5,24.0,0.28909090909090907
"Sheba Perfect Portions Grain-Free Tender Whitefish & Tuna Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,$19.20,2.6,24.0,0.30769230769230765
"Fancy Feast Grilled Beef Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$12.49,3.0,24.0,0.17347222222222222
"Blue Buffalo Healthy Gourmet Pate Turkey & Chicken Entree Adult Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$28.08,5.5,24.0,0.2127272727272727
"Friskies Savory Shreds with Whitefish & Sardines in Sauce Canned Cat Food, 5.5-oz, case of 24",Friskies,$12.96,5.5,24.0,0.09818181818181819
"Friskies Gravy Sensations Poultry Favorites Cat Food Pouches, 3-oz pouch, case of 12",Friskies,$6.12,3.0,12.0,0.17
"Blue Buffalo Healthy Gourmet Flaked Tuna Entree in Gravy Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$28.08,5.5,24.0,0.2127272727272727
"Sheba Perfect Portions Garden Medleys Tuna, Salmon & Vegetables Entree in Gravy Variety Pack Grain-Free Cat Food Trays, 2.6-oz, case of 12 twin packs",Sheba,$9.60,2.6,12.0,0.30769230769230765
"Blue Buffalo Healthy Gourmet Meaty Morsels Tuna Entree Canned Cat Food, 3-oz, case of 24",Blue Buffalo,$23.99,3.0,24.0,0.3331944444444444
"Halo Chicken Recipe Grain-Free Adult Canned Cat Food, 5.5-oz, case of 12",Halo,$21.52,5.5,12.0,0.32606060606060605
"Purina Beyond Arctic Char & Spinach Pate Recipe Grain-Free Canned Cat Food, 3-oz, case of 12",Purina Beyond,$11.04,3.0,12.0,0.30666666666666664
"Weruva Cats in the Kitchen Pumpkin Lickin' Chicken in Pumpkin Soup Grain-Free Cat Food Pouches, 3-oz pouch, case of 12",Weruva,$16.99,3.0,12.0,0.4719444444444444
"Fancy Feast Marinated Morsels Chicken Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.36,3.0,24.0,0.21333333333333332
"Hill's Science Diet Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée Canned Cat Food, 2.9-oz, case of 24",Hill's Science Diet,$26.64,2.9,24.0,0.3827586206896552
"Hill's Prescription Diet Metabolic + Urinary Tuna & Vegetable Stew Canned Cat Food, 2.9-oz, case of 24",Hill's Prescription Diet,$42.89,2.9,24.0,0.6162356321839081
"Purina Pro Plan Beef & Chicken Entree in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Purina Pro Plan Focus Sensitive Skin & Stomach Classic Arctic Char Grain-Free Entree Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Purina Beyond Quail & Carrot Pate Recipe Grain-Free Canned Cat Food, 3-oz, case of 12",Purina Beyond,$11.86,3.0,12.0,0.32944444444444443
"AvoDerm Natural Grain-Free Tuna & Crab Entree in Gravy Canned Cat Food, 3-oz, case of 24",AvoDerm,$23.76,3.0,24.0,0.33
"Friskies Classic Pate Sea Captain's Choice Canned Cat Food, 5.5-oz, case of 24",Friskies,$13.44,5.5,24.0,0.10181818181818181
"Instinct by Nature's Variety Original Grain-Free Real Salmon Recipe Natural Wet Canned Cat Food, 5.5-oz, case of 12",Instinct,$26.88,5.5,12.0,0.40727272727272723
"Halo Chicken Recipe Grain-Free Indoor Cat Canned Cat Food, 5.5-oz, case of 12",Halo,$20.44,5.5,12.0,0.3096969696969697
"Purina Pro Plan Veterinary Diets NF Kidney Function Early Care Formula Canned Cat Food, 5.5-oz, case of 24",Purina Pro Plan Veterinary Diets,$47.99,5.5,24.0,0.3635606060606061
"Merrick Purrfect Bistro Beef Pate Grain-Free Canned Cat Food, 5.5-oz, case of 24",Merrick,$38.66,5.5,24.0,0.29287878787878785
"Blue Buffalo Wilderness Duck Grain-Free Canned Cat Food, 3-oz, case of 24",Blue Buffalo,$26.88,3.0,24.0,0.3733333333333333
"Instinct by Nature's Variety Grain-Free Minced Recipe with Real Rabbit Wet Cat Food Cups, 3.5-oz, case of 12",Instinct,$21.48,3.5,12.0,0.5114285714285715
"Friskies Gravy Sensations Seafood Favorites Cat Food Pouches, 3-oz pouch, case of 12",Friskies,$6.12,3.0,12.0,0.17
"BFF OMG Tuna & Turkey Tickles Dinner in Gravy Wet Cat Food Pouches, 3-oz, case of 12",BFF,$13.49,3.0,12.0,0.37472222222222223
"Purina Muse Natural Grain-Free Pate Canned Cat Food, Chicken Recipe, 3-oz, case of 24",Purina Muse,$30.00,3.0,24.0,0.4166666666666667
"Hill's Science Diet Adult 11+ Healthy Cuisine Seared Tuna & Carrot Medley Canned Cat Food, 2.8-oz, case of 24",Hill's Science Diet,$26.64,2.8,24.0,0.3964285714285715
"Purina Pro Plan Savor Adult Sole & Vegetable Entree in Sauce Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Sheba Perfect Portions Grain-Free Savory Mixed Grill Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,$19.20,2.6,24.0,0.30769230769230765
"Blue Buffalo Healthy Gourmet Flaked Fish & Shrimp Entree in Gravy Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$29.99,5.5,24.0,0.22719696969696968
"Halo Spot's Stew Chicken, Salmon, Turkey Variety Pack Grain-Free Canned Cat Food, 5.5-oz, case of 12",Halo,$21.52,5.5,12.0,0.32606060606060605
"Fancy Feast Sliced Chicken Hearts & Liver Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.35,3.0,24.0,0.21319444444444444
"Purina Pro Plan Chicken, Pasta & Spinach Entree in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Fussie Cat Premium Tuna with Shrimp Formula in Aspic Grain-Free Canned Cat Food, 2.82-oz, case of 24",Fussie Cat,$33.36,82.0,24.0,0.016951219512195123
"Purina Pro Plan Savor Adult Beef & Cheese Entree in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Tiny Tiger Chunks in EXTRA Gravy Chicken Recipe Grain-Free Canned Cat Food, 3-oz, case of 24",Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667
"Purina Pro Plan Veterinary Diets OM Savory Selects Overweight Management Formula Canned Cat Food, 5.5-oz, case of 24",Purina Pro Plan Veterinary Diets,$46.99,5.5,24.0,0.3559848484848485
"Nutro Perfect Portions Grain-Free Chicken Recipe Cat Food Trays, 2.6-oz, case of 24",Nutro,$30.48,2.6,24.0,0.48846153846153845
"Earthborn Holistic Catalina Catch Grain-Free Natural Canned Cat & Kitten Food, 5.5-oz, case of 24",Earthborn Holistic,$38.16,5.5,24.0,0.28909090909090907
"Friskies Indoor Classic Pate Chicken Dinner Canned Cat Food, 5.5-oz, case of 24",Friskies,$16.98,5.5,24.0,0.12863636363636363
"Friskies Extra Gravy Chunky With Turkey in Savory Gravy Canned Cat Food, 13.5-oz can, case of 12",Friskies,$12.00,3.5,12.0,0.2857142857142857
"Instinct by Nature's Variety Original Grain-Free Real Rabbit Recipe Natural Wet Canned Cat Food, 5.5-oz, case of 12",Instinct,$37.08,5.5,12.0,0.5618181818181818
"Purina Beyond Grain-Free Tuna, Mackerel & Carrot Recipe in Gravy Canned Cat Food, 3-oz, case of 12",Purina Beyond,$11.45,3.0,12.0,0.31805555555555554
"Wellness CORE Signature Selects Shredded Boneless Chicken & Chicken Liver Entree in Sauce Grain-Free Canned Cat Food, 5.3-oz, case of 12",Wellness,$31.80,5.3,12.0,0.5000000000000001
"Sheba Perfect Portions Grain-Free Roasted Turkey Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,$19.20,2.6,24.0,0.30769230769230765
"Iams Perfect Portions Healthy Kitten Chicken Recipe Pate Grain-Free Cat Food Trays, 2.6-oz, case of 24 twin-packs",Iams,$22.32,2.6,24.0,0.35769230769230764
"Wellness CORE Signature Selects Shredded Boneless Chicken & Turkey Entree in Sauce Grain-Free Canned Cat Food, 5.3-oz, case of 12",Wellness,$31.80,5.3,12.0,0.5000000000000001
"Purina Pro Plan Focus Adult Weight Management Ground Turkey & Rice Entree Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Fancy Feast Creamy Delights Chicken Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.20,3.0,24.0,0.18333333333333332
"Fancy Feast Seafood Collection Variety Pack Canned Cat Food, 3-oz, case of 45",Fancy Feast,$34.49,3.0,45.0,0.2554814814814815
"Weruva Cats in the Kitchen Mack, Jack & Sam Salmon, Mackerel & Tuna Recipe Grain-Free Cat Food Pouches, 3-oz pouch, case of 12",Weruva,$16.99,3.0,12.0,0.4719444444444444
"BFF OMG Tuna & Chicken Charm Me Dinner in Gravy Wet Cat Food Pouches, 3-oz, case of 12",BFF,$13.49,3.0,12.0,0.37472222222222223
"Weruva Cats in the Kitchen Love Me Tender Chicken & Duck Recipe Grain-Free Cat Food Pouches, 3-oz pouch, case of 12",Weruva,$16.99,3.0,12.0,0.4719444444444444
"Friskies Indoor Chunky Chicken & Turkey Casserole Canned Cat Food, 5.5-oz, case of 24",Friskies,$13.68,5.5,24.0,0.10363636363636364
"Fancy Feast Elegant Medleys Turkey Florentine Canned Cat Food, 3-oz, case of 24",Fancy Feast,$16.51,3.0,24.0,0.22930555555555557
"Fancy Feast Gourmet Naturals Trout & Tuna Recipe Pate Canned Cat Food, 3-oz, case of 12",Fancy Feast,$10.20,3.0,12.0,0.2833333333333333
"Hill's Prescription Diet Metabolic + Urinary Chicken & Vegetable Stew Canned Cat Food, 2.9-oz, case of 24",Hill's Prescription Diet,$42.89,2.9,24.0,0.6162356321839081
"Weruva Cats in the Kitchen Pumpkin Jack Splash Tuna in Pumpkin Soup Grain-Free Cat Food Pouches, 3-oz pouch, case of 12",Weruva,$16.99,3.0,12.0,0.4719444444444444
"Fancy Feast Creamy Delights Salmon Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$12.47,3.0,24.0,0.17319444444444446
"American Journey Pate Turkey & Salmon Recipe Grain-Free Canned Cat Food, 12.5-oz, case of 12",American Journey,$18.89,2.5,12.0,0.6296666666666667
"BFF Batch 'O Besties Variety Pack Canned Cat Food, 5.5-oz, case of 8",BFF,$11.49,5.5,8.0,0.26113636363636367
"Purina Beyond Grain-Free Chicken & Sweet Potato Pate Recipe Canned Cat Food, 3-oz, case of 12",Purina Beyond,$11.77,3.0,12.0,0.3269444444444444
"Purina Pro Plan Veterinary Diets EN Gastroenteric Formula Canned Cat Food, 5.5-oz, case of 24",Purina Pro Plan Veterinary Diets,$47.99,5.5,24.0,0.3635606060606061
"Rachael Ray Nutrish Tuna Purrfection Natural Grain-Free Wet Cat Food, 2.8-oz, case of 24",Rachael Ray Nutrish,$22.14,2.8,24.0,0.32946428571428577
"Royal Canin Ultra Light Thin Slices in Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin,$36.50,3.0,24.0,0.5069444444444444
"Hill's Prescription Diet m/d GlucoSupport with Liver Flavor Canned Cat Food, 5.5-oz, case of 24",Hill's Prescription Diet,$47.49,5.5,24.0,0.3597727272727273
"Fancy Feast Medleys Shredded Tuna Fare Canned Cat Food, 3-oz, case of 24",Fancy Feast,$18.96,3.0,24.0,0.26333333333333336
"Friskies Extra Gravy Pate with Turkey in Savory Gravy Canned Cat Food, 5.5-oz, case of 24",Friskies,$12.72,5.5,24.0,0.09636363636363637
"Sheba Perfect Portions Grain-Free Savory Chicken Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,$19.20,2.6,24.0,0.30769230769230765
"Tiny Tiger Pate Turkey and Giblets Recipe Grain-Free Canned Cat Food, 3-oz, case of 24",Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667
"Earthborn Holistic Harbor Harvest Grain-Free Natural Canned Cat & Kitten Food, 5.5-oz, case of 24",Earthborn Holistic,$38.16,5.5,24.0,0.28909090909090907
"Purina Pro Plan Focus Adult Classic Urinary Tract Health Formula Beef & Chicken Entree Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"American Journey Minced Salmon & Tuna Recipe in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24",American Journey,$22.99,3.0,24.0,0.3193055555555555
"Friskies Turkey & Chicken Favorites Variety Pack Canned Cat Food, 5.5-oz, case of 40",Friskies,$22.19,5.5,40.0,0.10086363636363636
"Nutro Perfect Portions Grain-Free Pate Multi-Pack Real Salmon & Tuna, Real Chicken & Shrimp Recipe Cat Food Trays, 2.65-oz, case of 12 twin-packs",Nutro,$13.97,65.0,12.0,0.01791025641025641
"Sheba Perfect Portions Grain-Free Tender Beef Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,$19.20,2.6,24.0,0.30769230769230765
"Fancy Feast Kitten Tender Chicken Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$16.80,3.0,24.0,0.23333333333333334
"Hill's Prescription Diet d/d Skin/Food Sensitivities Duck Formula Canned Cat Food, 5.5-oz, case of 24",Hill's Prescription Diet,$66.99,5.5,24.0,0.5075
"Wellness Natural Grain Free Gravies Chicken Dinner Canned Cat Food, 3-oz, case of 12",Wellness,$14.76,3.0,12.0,0.41
"Nutro Perfect Portions Grain-Free Pate Multi-Pack Real Turkey & Real Chicken Recipe Cat Food Trays, 2.65-oz, case of 12 twin-packs",Nutro,$13.97,65.0,12.0,0.01791025641025641
"Weruva Cats in the Kitchen 1 If By Land, 2 If By Sea Tuna, Beef & Salmon Recipe Grain-Free Cat Food Pouches, 3-oz pouch, case of 12",Weruva,$16.99,3.0,12.0,0.4719444444444444
"Meow Mix Tender Favorites with Real Salmon & Crab Meat in Sauce Cat Food Trays, 2.75-oz, case of 12",Meow Mix,$5.88,75.0,12.0,0.006533333333333333
"Nutro Max Adult With Savory Venison Chunks in Sauce Canned Cat Food, 3-oz, case of 24",Nutro Max,$19.20,3.0,24.0,0.26666666666666666
"Blue Buffalo Wilderness Wild Delights Chicken & Turkey in Tasty Gravy Grain-Free Canned Cat Food, 3-oz, case of 24",Blue Buffalo,$31.99,3.0,24.0,0.4443055555555555
"Purina Pro Plan Adult Grain-Free Classic Chicken & Spinach Entrée Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Tiki Cat Hawaiian Grill Ahi Tuna Grain-Free Canned Cat Food, 2.8-oz, case of 12",Tiki Cat,$12.85,2.8,12.0,0.3824404761904762
"Blue Buffalo Healthy Gourmet Meaty Morsels Chicken Entree Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$29.99,5.5,24.0,0.22719696969696968
"Meow Mix Tender Favorites with Real Chicken & Beef in Sauce Cat Food Trays, 2.75-oz, case of 12",Meow Mix,$5.93,75.0,12.0,0.006588888888888889
"9 Lives Seafood & Turkey Favorites Variety Pack Canned Cat Food, 5.5-oz, case of 24",9 Lives,$8.32,5.5,24.0,0.06303030303030303
"Sheba Perfect Portions Grain-Free Delicate Salmon Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,$19.20,2.6,24.0,0.30769230769230765
"Rachael Ray Nutrish Purrfect Entrees Grain-Free Variety Pack Wet Cat Food, 2-oz, case of 12",Rachael Ray Nutrish,$10.98,2.0,12.0,0.4575
"Friskies Oceans of Delight Variety Pack Canned Cat Food, 5.5-oz, case of 40",Friskies,$23.25,5.5,40.0,0.10568181818181818
"Fancy Feast Delights with Cheddar Grilled Whitefish & Cheddar Cheese Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$12.47,3.0,24.0,0.17319444444444446
"Natural Balance L.I.D. Limited Ingredient Diets Chicken & Green Pea Formula Grain-Free Canned Cat Food, 5.5-oz, case of 24",Natural Balance,$38.20,5.5,24.0,0.2893939393939394
"I and Love and You Variety Pack Grain-Free Canned Cat Food, 3-oz, case of 12",I and Love and You,$13.29,3.0,12.0,0.36916666666666664
"Crave Turkey Pate & Salmon Pate Multipack Grain-Free Cat Food Trays, 2.6-oz, case of 12 twin-packs",Crave,$12.97,2.6,12.0,0.41570512820512817
"Purina Pro Plan Focus Adult 11+ Classic Chicken & Beef Entree Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Blue Buffalo Wilderness Wild Delights Minced Chicken & Trout in Tasty Gravy Grain-Free Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$35.04,5.5,24.0,0.26545454545454544
"Fancy Feast Medleys Shredded Wild Salmon Fare Canned Cat Food, 3-oz, case of 24",Fancy Feast,$18.00,3.0,24.0,0.25
"Sheba Perfect Portions Grain-Free Multipack Savory Chicken, Delicate Salmon & Roasted Turkey Pate Cat Food Trays, 2.6-oz, case of 18 twin-packs",Sheba,$19.20,2.6,18.0,0.4102564102564102
"Purina Pro Plan Savor Adult Chicken, Tomato & Pasta Entree in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Weruva Paw Lickin' Chicken in Gravy Grain-Free Canned Cat Food, 10-oz, case of 12",Weruva,$40.99,10.0,12.0,0.34158333333333335
"Blue Buffalo Basics Limited Ingredient Grain-Free Indoor Turkey & Potato Entree Adult Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$35.43,5.5,24.0,0.26840909090909093
"Purina Beyond Grain-Free Trout & Catfish Pate Recipe Canned Cat Food, 3-oz, case of 12",Purina Beyond,$11.29,3.0,12.0,0.31361111111111106
"Wellness Complete Health Chicken & Herring Formula Grain-Free Canned Cat Food, 12.5-oz, case of 12",Wellness,$37.56,2.5,12.0,1.252
"Friskies Indoor Flaked Ocean Whitefish Dinner Canned Cat Food, 5.5-oz, case of 24",Friskies,$12.96,5.5,24.0,0.09818181818181819
"Purina Beyond Grain-Free Salmon & Sweet Potato Recipe in Gravy Canned Cat Food, 3-oz, case of 12",Purina Beyond,$12.05,3.0,12.0,0.33472222222222225
"Hill's Science Diet Adult Savory Chicken Entree Canned Cat Food, 5.5-oz, case of 24",Hill's Science Diet,$30.00,5.5,24.0,0.22727272727272727
"Fancy Feast Gourmet Naturals Wild Alaskan Salmon Recipe Pate Canned Cat Food, 3-oz, case of 12",Fancy Feast,$10.20,3.0,12.0,0.2833333333333333
"Iams Purrfect Delights Tempt Me Tuna & Mackerel Dinner Flaked in Sauce Canned Cat Food, 3-oz, case of 24",Iams,$14.16,3.0,24.0,0.19666666666666666
"Hill's Prescription Diet w/d Multi-Benefit Digestive/Weight/Glucose/Urinary Management with Chicken Canned Cat Food, 5.5-oz, case of 24",Hill's Prescription Diet,$46.99,5.5,24.0,0.3559848484848485
"Purina Pro Plan Focus Kitten Favorites Variety Pack Canned Cat Food, 3-oz, case of 12",Purina Pro Plan,$11.49,3.0,12.0,0.31916666666666665
"Fancy Feast Gravy Lovers Chicken & Beef Feast in Grilled Chicken Flavor Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$12.47,3.0,24.0,0.17319444444444446
"Meow Mix Tender Favorites with Real Tuna & Whole Shrimp in Sauce Cat Food Trays, 2.75-oz, case of 12",Meow Mix,$5.88,75.0,12.0,0.006533333333333333
"Fancy Feast Medleys Tuna Primavera Canned Cat Food, 3-oz, case of 24",Fancy Feast,$17.03,3.0,24.0,0.23652777777777778
"Fancy Feast Flaked Chicken & Tuna Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.83,3.0,24.0,0.19208333333333333
"Fancy Feast Grilled Seafood Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$14.87,3.0,24.0,0.20652777777777775
"Purina Beyond Grain-Free Wild Salmon Pate Recipe Canned Cat Food, 3-oz, case of 12",Purina Beyond,$10.16,3.0,12.0,0.2822222222222222
"Iams Perfect Portions Healthy Adult Multipack Chicken & Tuna Recipe Pate Grain-Free Cat Food Trays, 2.6-oz, case of 12 twin-packs",Iams,$10.98,2.6,12.0,0.3519230769230769
"Sheba Perfect Portions Grain-Free Multipack Salmon & Tuna Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 12 twin-packs",Sheba,$9.60,2.6,12.0,0.30769230769230765
"Tiki Cat Aloha Friends Variety Pack Grain-Free Wet Cat Food, 3-oz can, case of 12",Tiki Cat,$10.69,3.0,12.0,0.29694444444444446
"Purina Pro Plan Veterinary Diets UR Savory Selects Urinary St/Ox Salmon Recipe In Sauce Canned Cat Food, 5.5-oz case of 24",Purina Pro Plan Veterinary Diets,$48.99,5.5,24.0,0.37113636363636365
"Iams Purrfect Delicacies Flaked Fish Variety Pack Canned Cat Food, 2.47-oz, case of 12",Iams,$10.60,47.0,12.0,0.01879432624113475
"Purina Pro Plan Urinary Tract Health Variety Pack Canned Cat Food, 3-oz, case of 12",Purina Pro Plan,$11.49,3.0,12.0,0.31916666666666665
"Royal Canin Mother & Babycat Ultra-Soft Mousse Canned Food for New Kittens, Nursing & Pregnant Mother Cats, 5.8-oz, case of 24",Royal Canin,$42.98,5.8,24.0,0.30876436781609196
"Wellness Complete Health Turkey & Salmon Formula Grain-Free Canned Cat Food, 12.5-oz, case of 12",Wellness,$37.56,2.5,12.0,1.252
"Blue Buffalo Freedom Indoor Adult Chicken Recipe Grain-Free Canned Cat Food, 5.5-oz, case of 24",Blue Buffalo,$31.69,5.5,24.0,0.24007575757575758
"Friskies Savory Shreds Turkey & Cheese Dinner in Gravy Canned Cat Food, 5.5-oz, case of 24",Friskies,$12.72,5.5,24.0,0.09636363636363637
"Friskies Pate Salmon Dinner Canned Cat Food, 5.5-oz, case of 24",Friskies,$15.60,5.5,24.0,0.11818181818181818
"Purina Beyond Grain-Free Turkey, Sweet Potato & Spinach Recipe in Gravy Canned Cat Food, 3-oz, case of 12",Purina Beyond,$11.29,3.0,12.0,0.31361111111111106
"Meow Mix Simple Servings Poultry Variety Pack Cat Food Trays, 1.3-oz, case of 12",Meow Mix,$4.56,1.3,12.0,0.29230769230769227
"Fancy Feast Gourmet Naturals White Meat Chicken Recipe Pate Canned Cat Food, 3-oz, case of 12",Fancy Feast,$10.20,3.0,12.0,0.2833333333333333
"Nutro Max Adult With Savory Duck Chunks in Sauce Canned Cat Food, 3-oz, case of 24",Nutro Max,$19.20,3.0,24.0,0.26666666666666666
"Nutro Max Adult Lamb & Turkey Cutlets Entree Chunks in Sauce Canned Cat Food, 3-oz, case of 24",Nutro Max,$19.20,3.0,24.0,0.26666666666666666
"Royal Canin Veterinary Diet Selected Protein Adult PV in Gel Canned Cat Food, 5.6-oz, case of 24",Royal Canin Veterinary Diet,$71.24,5.6,24.0,0.5300595238095238
"Weruva Cats in the Kitchen Variety Pack Grain-Free Cat Food Pouches, 3-oz, case of 12",Weruva,$16.99,3.0,12.0,0.4719444444444444
"Nutro Max Adult Salmon Entree Chunks in Sauce Canned Cat Food, 3-oz, case of 24",Nutro Max,$19.20,3.0,24.0,0.26666666666666666
"Wellness Complete Health Turkey Formula Grain-Free Canned Cat Food, 12.5-oz, case of 12",Wellness,$37.56,2.5,12.0,1.252
"Friskies Meaty Bits Chicken Dinner in Gravy Canned Cat Food, 13-oz, case of 12",Friskies,$14.73,13.0,12.0,0.09442307692307693
"Purina Pro Plan Savor Adult Turkey & Vegetable Entree in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336
"Hill's Science Diet Adult Urinary Hairball Control Chicken Entree Canned Cat Food, 2.9-oz, case of 24",Hill's Science Diet,$26.64,2.9,24.0,0.3827586206896552
"Fancy Feast Medleys Tuna Florentine Canned Cat Food, 3-oz, case of 24",Fancy Feast,$18.96,3.0,24.0,0.26333333333333336
"Friskies Classic Pate Country Style Dinner Canned Cat Food, 5.5-oz, case of 24",Friskies,$13.44,5.5,24.0,0.10181818181818181
"Purina Pro Plan Veterinary Diets UR St/Ox Savory Selects Feline Variety Pack Canned Cat Food, 5.5-oz, case of 24",Purina Pro Plan Veterinary Diets,$48.99,5.5,24.0,0.37113636363636365
"Wellness CORE Signature Selects Flaked Skipjack Tuna & Wild Salmon Entree in Broth Grain-Free Canned Cat Food, 2.8-oz, case of 12",Wellness,$21.60,2.8,12.0,0.642857142857143
"Wellness Complete Health Kitten Formula Grain-Free Canned Cat Food, 3-oz, case of 24",Wellness,$29.52,3.0,24.0,0.41
"Fancy Feast Delights with Cheddar Grilled Chicken & Cheddar Cheese Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$14.70,3.0,24.0,0.20416666666666666
"Royal Canin Feline Health Nutrition Thin Slices in Gravy Canned Kitten Food, 3-oz, case of 24",Royal Canin,$36.50,3.0,24.0,0.5069444444444444
"Royal Canin Veterinary Diet Glycobalance Morsels In Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin Veterinary Diet,$35.14,3.0,24.0,0.4880555555555556
"Royal Canin Digest Sensitive Thin Slices in Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin,$36.50,3.0,24.0,0.5069444444444444
"American Journey Minced Poultry & Seafood in Gravy Variety Pack Grain-Free Canned Cat Food, 3-oz, case of 24",American Journey,$22.99,3.0,24.0,0.3193055555555555
"Blue Buffalo Healthy Gourmet Adult Variety Pack with Pate Indoor Chicken, Turkey & Chicken, Ocean Fish & Tuna Canned Cat Food, 5.5-oz, case of 12",Blue Buffalo,$14.57,5.5,12.0,0.22075757575757576
"Royal Canin Veterinary Diet Gastrointestinal Moderate Calorie Canned Cat Food, 3-oz can, case of 24",Royal Canin Veterinary Diet,$36.09,3.0,24.0,0.5012500000000001
"Fancy Feast Creamy Delights Tuna Feast in a Creamy Sauce Canned Cat Food, 3-oz, case of 24",Fancy Feast,$13.20,3.0,24.0,0.18333333333333332
"Whiskas Purrfectly Chicken Pouches Variety Pack Cat Food Pouches, 3-oz, case of 10",Whiskas,$5.74,3.0,10.0,0.19133333333333333
"Tiny Tiger Chunks in EXTRA Gravy Seafood Recipes Variety Pack Grain-Free Canned Cat Food, 3-oz, case of 24",Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667
"Fancy Feast Delights with Cheddar Grilled Tuna & Cheddar Cheese Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,$11.59,3.0,24.0,0.1609722222222222
"Fancy Feast Flaked Tuna Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.36,3.0,24.0,0.21333333333333332
"Fancy Feast Classic Seafood Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,$15.36,3.0,24.0,0.21333333333333332
"Friskies Prime Filets with Chicken in Gravy Canned Cat Food, 5.5-oz, case of 24",Friskies,$13.44,5.5,24.0,0.10181818181818181
"Friskies Extra Gravy Chunky With Chicken in Savory Gravy Canned Cat Food, 13.5-oz can, case of 12",Friskies,$11.04,3.5,12.0,0.26285714285714284
